title,originalTitle,imdbID,runtime,originalLanguage,originCountry,plot,releaseDate,homepage,budget,revenue,tmdbRating,tmdbVotes,popularity,director,actors,awards,imdbVotes,imdbRating,metacriticRating,rottenTomatoesRating,mpaFilmRating,genre
Dragonkeeper,Dragonkeeper,tt7093904,99,zh,"['CN', 'ES']","Set in Han Imperial China, the plot follows the adventures of enslaved girl Ping with ancient dragon Long Danzi. Dragons had been banished from the kingdom. Ping, an orphan, finds one of the last remaining dragon eggs. Palace guards force Ping to run away in order to return the dragon egg to the ocean and save all dragons from extinction. Ping discovers that she is a true Dragonkeeper.",2024-04-11,http://www.dragonkeepermovie.com,25600000.0,6206231.0,7.7,180,14.1878,"Jianping Li, Salvador Simó","Bill Nighy, Mayalinee Griffiths, Anthony Howell",1 win & 5 nominations total,1412.0,5.7,,6.7,PG,"['Animation', 'Adventure', 'Fantasy']"
Emilia Pérez,Emilia Pérez,tt20221436,132,fr,['FR'],"Rita, an underrated lawyer working for a large law firm more interested in getting criminals out of jail than bringing them to justice, is hired by the leader of a criminal organization.",2024-08-21,https://www.netflix.com/title/81901696,26000000.0,15366077.0,6.7,1533,13.4553,Jacques Audiard,"Zoe Saldaña, Karla Sofía Gascón, Selena Gomez",Won 2 Oscars. 119 wins & 237 nominations total,80230.0,5.4,7.0,,R,"['Comedy', 'Crime', 'Drama']"
Blink Twice,Blink Twice,tt14858658,102,en,['US'],"When tech billionaire Slater King meets cocktail waitress Frida at his fundraising gala, he invites her to join him and his friends on a dream vacation on his private island. But despite the epic setting, beautiful people, ever-flowing champagne, and late-night dance parties, Frida can sense that there’s something sinister hiding beneath the island’s lush façade.",2024-08-21,https://mgm.com/movies/blink-twice,20000000.0,46393906.0,6.663,1389,11.4771,Zoë Kravitz,"Naomi Ackie, Channing Tatum, Alia Shawkat",2 wins & 20 nominations total,85125.0,6.5,6.6,7.5,R,"['Mystery', 'Thriller']"
BLUE LOCK THE MOVIE -EPISODE NAGI-,劇場版ブルーロック -EPISODE 凪-,tt28671146,91,ja,['JP'],"""That's a hassle."" That was second-year high schooler Nagi Seishirou's favorite phrase as he lived his dull life. Until Mikage Reo, a classmate who dreamed of winning the World Cup, discovered Nagi's hidden skill, inspiring him to play soccer and share his outstanding talent. One day, Nagi Seishiro receives an invitation to the mysterious Blue Lock Project. What awaits him there is an encounter with the finest strikers assembled from across the country. Nagi's dream of becoming the best, alongside Mikage Reo, will take this prodigy to a world he's never known.",2024-04-19,https://www.bluelockmovie.com,,14291561.0,7.389,176,14.9753,Shunsuke Ishikawa,"Nobunaga Shimazaki, Yuma Uchida, Kazuyuki Okitsu",,2270.0,6.6,,,PG-13,"['Animation', 'Drama', 'Sport']"
Arena Wars,Arena Wars,tt14132588,96,en,['US'],"In 2045 convicted criminals are given the opportunity to compete on the world's #1 televised sporting event, Arena Wars. They must survive 7 rooms and 7 of the most vicious killers in the country. If they win, they regain their freedom.",2024-06-25,https://flixerhd.com/,,,5.0,48,14.3077,Brandon Slagle,"Michael Madsen, Eric Roberts, Robert LaSardo",,1763.0,5.1,,,,"['Action', 'Comedy', 'Sci-Fi']"
Beetlejuice Beetlejuice,Beetlejuice Beetlejuice,tt2049403,105,en,['US'],"After a family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Betelgeuse, Lydia's life is turned upside down when her teenage daughter, Astrid, accidentally opens the portal to the Afterlife.",2024-09-04,https://www.beetlejuicemovie.com,100000000.0,451100435.0,7.042,2405,15.2978,Tim Burton,"Michael Keaton, Winona Ryder, Catherine O'Hara",1 win & 39 nominations total,136130.0,6.7,6.2,7.5,PG-13,"['Comedy', 'Fantasy', 'Horror']"
2073,2073,tt22042346,83,en,['GB'],"Inspired by Chris Marker's iconic 1962 featurette La Jetée; the year is 2073—a not-so-distant dystopian future—and the setting is New San Francisco, the scorched-earth tech-dominant police state where democracy and personal freedom have been well and truly obliterated.",2024-12-27,https://2073.film/,,7125.0,7.011,47,15.1344,Asif Kapadia,"Naomi Ackie, Samantha Morton, Hector Hewer",1 win & 2 nominations total,1590.0,5.1,5.2,5.1,R,"['Documentary', 'Thriller']"
Ferry 2,Ferry 2,tt30021427,94,nl,['BE'],"After losing his drug empire, Ferry Bouman has found a measure of peace away from Brabant's criminal underworld — until his past catches up to him.",2024-12-19,https://www.netflix.com/title/81674409,,,5.7,108,14.6013,Wannes Destoop,"Frank Lammers, Aiko Beemsterboer, Tobias Kersloot",,1861.0,,,,TV-MA,"['Action', 'Crime', 'Drama']"
It Ends with Us,It Ends with Us,tt10655524,131,en,['US'],"When a woman's first love suddenly reenters her life, her relationship with a charming, but abusive neurosurgeon is upended, and she realizes she must learn to rely on her own strength to make an impossible choice for her future.",2024-08-07,https://www.itendswithus.movie,25000000.0,350993761.0,7.047,1535,15.6867,Justin Baldoni,"Blake Lively, Justin Baldoni, Jenny Slate",3 nominations total,72387.0,6.4,5.3,5.5,PG-13,"['Drama', 'Romance']"
Strange Darling,Strange Darling,tt22375054,98,en,['US'],Nothing is what it seems when a twisted one-night stand spirals into a serial killer’s vicious murder spree.,2024-08-22,https://www.strangedarlingfilm.com,4000000.0,4853595.0,6.922,470,13.5589,JT Mollner,"Willa Fitzgerald, Kyle Gallner, Madisen Beaty",5 wins & 16 nominations total,40316.0,7.1,8.0,9.6,R,"['Horror', 'Thriller']"
Don't Move,Don't Move,tt24807110,92,en,['US'],"A grieving woman in a secluded forest encounters a killer who injects her with a paralytic drug. As her body shuts down, her fight for survival begins.",2024-10-24,https://www.netflix.com/title/81767564,,,6.3,774,15.7526,"Brian Netto, Adam Schindler","Kelsey Asbille, Finn Wittrock, Moray Treadwell",1 nomination total,31905.0,5.8,5.4,,R,"['Horror', 'Thriller']"
Trap,Trap,tt26753003,105,en,['US'],"A father and teen daughter attend a pop concert, where they realize they're at the center of a dark and sinister event.",2024-07-31,https://www.trapthefilm.com,30000000.0,82677281.0,6.345,2075,13.8925,M. Night Shyamalan,"Josh Hartnett, Ariel Donoghue, Saleka Shyamalan",1 win & 2 nominations total,121143.0,5.9,5.2,5.7,PG-13,"['Crime', 'Horror', 'Mystery']"
Weekend in Taipei,Weekend in Taipei,tt28142896,101,en,"['FR', 'US', 'TW']","A former DEA agent and a former undercover operative revisit their romance during a fateful weekend in Taipei, unaware of the dangerous consequences of their past.",2024-09-19,,30000000.0,2826064.0,6.2,170,13.5613,George Huang,"Luke Evans, Lun-Mei Gwei, Sung Kang",,4380.0,5.7,,5.2,R,"['Action', 'Thriller']"
Young Hearts,Young Hearts,tt15245268,99,nl,"['BE', 'NL']","14-year-old Elias increasingly feels like an outsider in his village. When he meets his new neighbour of the same age, Alexander, Elias is confronted with his burgeoning sexuality.",2024-10-26,https://www.polar-bear.tv/young-hearts,,2160.0,8.5,58,12.8248,Anthony Schatteman,"Lou Goossens, Marius De Saeger, Geert Van Rampelberg",9 wins & 7 nominations total,4058.0,8.2,,,,"['Drama', 'Family']"
Late Night with the Devil,Late Night with the Devil,tt14966898,93,en,['US'],"A live broadcast of a late-night talk show in 1977 goes horribly wrong, unleashing evil into the nation's living rooms.",2024-03-19,https://www.latenightwiththedevil.movie,2000000.0,15469415.0,7.153,1487,9.9041,"Cameron Cairnes, Colin Cairnes","David Dastmalchian, Laura Gordon, Ian Bliss",8 wins & 32 nominations total,120362.0,7.0,7.2,9.7,R,['Horror']
Land of Bad,Land of Bad,tt19864802,113,en,['AU'],"When a Delta Force special ops mission goes terribly wrong, Air Force drone pilot Reaper has 48 hours to remedy what has devolved into a wild rescue operation. With no weapons and no communication other than the drone above, the ground mission suddenly becomes a full-scale battle when the team is discovered by the enemy.",2024-02-09,https://landofbad.com,18000000.0,7021101.0,7.261,1241,13.794,William Eubank,"Liam Hemsworth, Russell Crowe, Luke Hemsworth",1 nomination total,50079.0,6.6,5.7,6.7,R,"['Action', 'Thriller']"
Dominique,Dominique,tt14972766,94,en,['US'],"Dominique, a well-trained assassin, flees from her troubled past in an attempt to begin a new life in South America. However, she soon finds herself in a town plagued with violence and corruption. Facing brutal attacks from the police and mafia, Dominique must decide whether to protect herself or an innocent family that has taken her in.",2024-10-11,,,,7.063,119,12.7091,Michael S. Ojeda,"Maurice Compte, Oksana Orlan, Chase Coleman",,1357.0,4.9,,,R,"['Action', 'Thriller']"
Lost on a Mountain in Maine,Lost on a Mountain in Maine,tt2965408,115,en,['US'],"When twelve-year-old Donn Fendler gets tired of waiting for his father and brothers to join him on the summit of Maine's highest peak, he decides to find his own way back to camp. But Donn doesn't count on a fast-moving fog that obscures the path. He doesn't count on falling down an embankment that hides him from sight. And he doesn't count on taking a turn that leaves him alone to wander aimlessly for nearly two weeks in the empty mountain wilderness.",2024-11-01,https://www.lostonamountaininmainemovie.com/,,,7.053,47,12.7833,Andrew Boodhoo Kightlinger,"Ethan Slater, Caitlin FitzGerald, Paul Sparks",,338.0,6.7,,5.3,PG,"['Adventure', 'Drama', 'Family']"
For Night Will Come,En attendant la nuit,tt22986716,104,fr,"['BE', 'FR']","The day they move into a new neighborhood, the Feral family plans to look as normal and friendly as possible. But their son, Philemon, is no ordinary teenager. When he gets closer to his new neighbor, Camila, his thirst for blood grows and his difference becomes impossible to hide…",2024-06-05,,,,5.3,30,12.4424,Céline Rouzet,"Mathias Legout Hammond, Élodie Bouchez, Jean-Charles Clichet",5 wins & 2 nominations total,216.0,,,8.8,,"['Drama', 'Horror']"
Canary Black,Canary Black,tt20048582,103,en,"['GB', 'US']","Top level CIA agent Avery Graves is blackmailed by terrorists into betraying her own country to save her kidnapped husband. Cut off from her team, she turns to her underworld contacts to survive and help locate the coveted intelligence that the kidnappers want.",2024-10-10,https://www.amazon.com/dp/B0DG2NLRSB,,525704.0,6.2,400,13.9448,Pierre Morel,"Kate Beckinsale, Rupert Friend, Ray Stevenson",,9944.0,5.3,,1.8,R,"['Action', 'Drama']"
That Christmas,That Christmas,tt14855468,91,en,['GB'],It's an unforgettable Christmas for the townsfolk of Wellington-on-Sea when the worst snowstorm in history alters everyone's plans — including Santa's.,2024-11-27,https://www.netflix.com/title/81309564,,,7.2,335,11.176,Simon Otto,"Bill Nighy, Brian Cox, Guz Khan",7 nominations total,11685.0,6.8,6.0,6.7,PG,"['Animation', 'Adventure', 'Comedy']"
The Bad Guys: Haunted Heist,The Bad Guys: Haunted Heist,tt33130902,25,en,['US'],The crafty Bad Guys crew embarks on a high-stakes Halloween heist to swipe a priceless amulet from a spooky mansion. What could go wrong?,2024-10-02,https://www.netflix.com/title/81686326,,,6.9,115,12.0544,"Kevin Peaty, Christo Stamboliev","Michael Godere, Ezekiel Ajeigbe, Raul Ceballos",,1324.0,5.5,,,TV-Y7,"['Animation', 'Action', 'Adventure']"
GTMAX,GTMAX,tt29260436,100,fr,['FR'],"When a notorious gang of bikers recruits her brother for a heist, a former motocross champion must face her deepest fears to keep her family safe.",2024-11-19,https://www.netflix.com/title/81711199,,,6.1,128,12.9767,Olivier Schneider,"Ava Baya, Jalil Lespert, Jérémie Laheurte",,1004.0,5.0,,,TV-MA,"['Action', 'Crime', 'Drama']"
Emmanuelle,Emmanuelle,tt20247888,105,en,['FR'],"Emmanuelle, a quality controller for a luxury hotel brand, arrives in Hong Kong to evaluate a hotel run by Margot, having been tasked with finding a good reason to sack her. Searching for a lost pleasure, she has numeral sensual experiences inside the hotel, and crosses path with Kei, a mysterious client who she becomes infatuated with.",2024-09-25,,19000000.0,578924.0,4.9,52,11.6411,Audrey Diwan,"Noémie Merlant, Will Sharpe, Jamie Campbell Bower",2 nominations total,1240.0,4.2,3.5,1.8,,"['Drama', 'Romance']"
Twilight of the Warriors: Walled In,九龍城寨之圍城,tt20316748,125,cn,['HK'],"In 1980s Hong Kong, troubled youth Chan Lok-kwun, a mainland refugee, struggles to survive in the Kowloon Walled City by joining underground fights. Betrayed by crime boss Mr. Big while trying to buy a fake ID, he steals drugs from him and seeks refuge in the Walled City, where he encounters Cyclone, a compassionate yet authoritative crime lord.",2024-04-23,,38400000.0,95399186.0,6.9,315,13.2868,Soi Cheang,"Louis Koo, Sammo Kam-Bo Hung, Richie Jen",6 wins & 6 nominations total,6623.0,7.0,7.7,9.0,R,"['Action', 'Crime', 'Thriller']"
Damsel,Damsel,tt13452446,107,en,['US'],A young woman's marriage to a charming prince turns into a fierce fight for survival when she's offered up as a sacrifice to a fire-breathing dragon.,2024-03-07,https://www.netflix.com/title/80991090,60000000.0,5000.0,7.024,2375,12.4923,Juan Carlos Fresnadillo,"Millie Bobby Brown, Ray Winstone, Angela Bassett",1 win & 1 nomination total,104813.0,6.1,4.6,5.6,PG-13,"['Action', 'Adventure', 'Fantasy']"
The First Omen,The First Omen,tt5672290,119,en,['US'],"When a young American woman is sent to Rome to begin a life of service to the church, she encounters a darkness that causes her to question her own faith and uncovers a terrifying conspiracy that hopes to bring about the birth of evil incarnate.",2024-04-03,https://www.20thcenturystudios.com/movies/the-first-omen,30000000.0,53992802.0,6.9,1039,12.0042,Arkasha Stevenson,"Nell Tiger Free, Ralph Ineson, Sonia Braga",10 nominations,58190.0,6.5,,8.3,R,['Horror']
My Old Ass,My Old Ass,tt18559464,89,en,['US'],"An 18th birthday mushroom trip brings free-spirited Elliott face-to-face with her wisecracking 39-year-old self. But when Elliott’s ""old ass"" starts handing out warnings about what her younger self should and shouldn't do, Elliott realizes she has to rethink everything about family, love, and what's becoming a transformative summer.",2024-09-13,https://www.mgm.com/movies/my-old-ass,3000000.0,5705895.0,6.9,280,13.5802,Megan Park,"Maisy Stella, Aubrey Plaza, Percy Hynes White",3 wins & 22 nominations total,31874.0,7.0,7.4,9.0,R,"['Comedy', 'Drama', 'Romance']"
Through My Window 3: Looking at You,A través de mi ventana 3: A través de tu mirada,tt28105944,105,es,['ES'],"After the events of the summer, Ares and Raquel they don't see a way forward in their relationship and decide to go separate ways. But when they meet again in the winter in Barcelona, the love and desire they feel for each other is undeniable. Will they be able to find a way to get back together?",2024-02-23,https://www.netflix.com/title/81484069,,,6.928,606,12.1655,Marçal Forés,"Clara Galle, Julio Peña, Natalia Azahara",,4691.0,5.4,,,TV-MA,"['Comedy', 'Drama', 'Romance']"
Gunner,Gunner,tt12598606,90,en,['US'],"While on a camping trip in order to reconnect, war veteran Colonel Lee Gunner must save his two sons from a gang of violent bikers when they're kidnapped after accidentally stumbling upon to a massive drug operation.",2024-08-16,,20000000.0,,5.3,141,10.8948,Dimitri Logothetis,"Luke Hemsworth, Morgan Freeman, Mykel Shannon Jenkins",2 wins,1785.0,3.2,,,,['Action']
Never Let Go,Never Let Go,tt14415204,101,en,['US'],"As an evil takes over the world beyond their front doorstep, the only protection for a mother and her twin sons is their house and their family’s protective bond.",2024-09-18,https://www.neverletgo.movie,20000000.0,21768945.0,6.1,400,11.271,Alexandre Aja,"Halle Berry, Percy Daggs IV, Anthony B. Jenkins",1 nomination total,13582.0,5.4,5.5,5.8,R,"['Horror', 'Thriller']"
The Silent Hour,The Silent Hour,tt22874848,99,en,['US'],"While working a case as an interpreter, a hearing-impaired police detective must confront a group of criminals trying to eliminate a deaf murder witness in her apartment building.",2024-10-03,,,209307.0,6.6,184,12.2793,Brad Anderson,"Joel Kinnaman, Sandra Mae Frank, Mekhi Phifer",,6998.0,6.1,,6.8,R,"['Action', 'Crime', 'Thriller']"
Do Not Enter,No entres,tt27155283,80,es,['PY'],"Two working class youtubers ‘in the making’ enter an abandoned mansion to get their basketball back, and get lost inside while pranking each other. They record their ‘quick adventure’ with their phones for their audience, and tweak it with a fake phantom appearance to attract more followers to their YouTube channel. When uploaded the video goes viral, so they start a challenge: if the video reaches a certain number of views, they will enter the house again, at night, alone, totally unprotected. As fans react positively, they will do as promised, not only to discover and unveil the true nature of the place and their inhabitants, but to realize they might not be among the living anymore. Which opens a question - how far would you go to be famous?",2024-08-06,,550000.0,,7.0,135,12.4542,Hugo Cardozo,"Lucas Caballero, Pablo Martínez, Rafael Alfaro",,298.0,5.5,,,,['Horror']
Harold and the Purple Crayon,Harold and the Purple Crayon,tt1609486,90,en,['US'],"Inside of his book, adventurous Harold can make anything come to life simply by drawing it. After he grows up and draws himself off the book's pages and into the physical world, Harold finds he has a lot to learn about real life.",2024-07-31,https://www.haroldandthepurplecrayon.movie,40000000.0,32227855.0,6.8,264,9.9783,Carlos Saldanha,"Zachary Levi, Lil Rel Howery, Benjamin Bottani",1 nomination total,6411.0,5.7,3.4,2.7,PG,"['Animation', 'Adventure', 'Comedy']"
Kill 'em All 2,Kill 'em All 2,tt6549510,85,en,['US'],"Phillip and Suzanne are retired from the spy game, living peacefully off the grid. That's until their whereabouts are discovered by Vlad, the vengeful brother of their target from the first film.",2024-09-24,,,,6.7,144,11.4569,Valeri Milev,"Jean-Claude Van Damme, Jacqueline Fernandez, Dimitar Doychinov",,1295.0,4.1,,,R,['Action']
Saving Bikini Bottom: The Sandy Cheeks Movie,Saving Bikini Bottom: The Sandy Cheeks Movie,tt23063732,87,en,['US'],"When Bikini Bottom is scooped from the ocean, scientific squirrel Sandy Cheeks and her pal SpongeBob SquarePants saddle up for Texas to save their town.",2024-10-18,https://www.netflix.com/title/81221340,100000000.0,,6.0,73,10.0012,Liza Johnson,"Carolyn Lawrence, Tom Kenny, Clancy Brown",2 nominations total,3486.0,3.7,,5.3,TV-PG,"['Animation', 'Adventure', 'Comedy']"
Brothers,Brothers,tt9860566,89,en,['US'],"A reformed criminal's attempt at going straight is derailed when he reunites with his sanity-testing twin brother on a road trip for the score of a lifetime. Dodging bullets, the law, and an overbearing mother along the way, they must heal their severed family bond before they end up killing each other.",2024-10-10,https://www.amazon.com/dp/B0DDJ31FYB,,,6.0,263,10.6662,Max Barbakow,"Josh Brolin, Peter Dinklage, Taylour Paige",,12101.0,5.4,5.0,4.4,R,"['Action', 'Comedy', 'Crime']"
Hellboy: The Crooked Man,Hellboy: The Crooked Man,tt26757462,100,en,['US'],"Hellboy and a rookie BPRD agent get stranded in 1950s rural Appalachia. There, they discover a small community haunted by witches, led by a local devil with a troubling connection to Hellboy's past: the Crooked Man.",2024-08-29,https://millennium-media.net/mf-films/hellboy-crooked-man,20000000.0,2014050.0,5.2,385,12.2696,Brian Taylor,"Jack Kesy, Jefferson White, Adeline Rudolph",,11404.0,4.5,4.5,3.7,R,"['Action', 'Horror', 'Mystery']"
Immaculate,Immaculate,tt23137390,89,en,['US'],"An American nun embarks on a new journey when she joins a remote convent in the Italian countryside. However, her warm welcome quickly turns into a living nightmare when she discovers her new home harbours a sinister secret and unspeakable horrors.",2024-03-20,https://www.immaculate.film,9000000.0,35340015.0,6.238,1380,12.3875,Michael Mohan,"Sydney Sweeney, Álvaro Morte, Simona Tabasco",5 nominations total,47545.0,5.8,5.7,7.1,R,['Horror']
